filename	read_id	run_id	channel	start_time	duration	num_events	template_start	num_events_template	template_duration	num_called_template	sequence_length_template	mean_qscore_template	strand_score_template	barcode_arrangement	barcode_score	barcode_full_arrangement	front_score	rear_score	front_begin_index	front_foundseq_length	rear_end_index	rear_foundseq_length	kit	variant
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch19_read12_strand.fast5	b02d2570-0c1f-416d-a291-fba8a9eff776	c84e1b3b351694f5ea8585eb5e8d11e136f15159	19	17.75725	9.48175	7429	0.03525	7429	9.4465	7429	4283	12.836	-0.0007	barcode04	83.19999694824219	BC04_var1	50.305084228515625	83.19999694824219	5	60	13	58	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch196_read88_strand.fast5	b18b84be-e168-4765-a0ba-b6a3cefdaf0c	c84e1b3b351694f5ea8585eb5e8d11e136f15159	196	92.36025	1.383	807	0.37325	807	1.00975	807	446	12.328	-0.0007	barcode06	86.16949462890625	BC06_var1	86.16949462890625	25.53333282470703	80	58	71	52	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch196_read66_strand.fast5	b65773e8-3e96-45bc-8fd9-48650a339ad2	c84e1b3b351694f5ea8585eb5e8d11e136f15159	196	76.11875	1.46	1128	0.04025	1128	1.41975	1128	697	10.412	-0.0013	unclassified	58.949153900146484	BC07_var1	58.949153900146484	27.633333206176758	29	55	0	38	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch19_read25_strand.fast5	ba93a205-2c87-4de0-a52d-54b501fcf863	c84e1b3b351694f5ea8585eb5e8d11e136f15159	19	38.94925	1.09975	811	0.056	811	1.04375	811	334	10.531	-0.0007	barcode05	63.5	BC05_var2	63.5	43.45762634277344	34	47	78	42	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch1_read27_strand.fast5	c4bb61d5-bd02-4f9a-8fec-1ef7a3a58072	c84e1b3b351694f5ea8585eb5e8d11e136f15159	1	41.4635	1.80125	1405	0.03175	1405	1.7695	1405	816	12.272	-0.0012	barcode01	72.0	BC01_var1	72.0	20.16666603088379	14	50	0	35	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch199_read9_strand.fast5	c7393c85-20a9-4945-94be-5551cfa84f2a	c84e1b3b351694f5ea8585eb5e8d11e136f15159	199	12.67175	5.04875	3992	0.0	3992	5.04875	3992	1670	7.875	-0.001	unclassified	34.94117736816406	RAB02_var2	21.764705657958984	34.94117736816406	45	38	118	32	RAB	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch1_read37_strand.fast5	c7d622d3-cbe4-46ae-8c50-37de5544f9cf	c84e1b3b351694f5ea8585eb5e8d11e136f15159	1	51.991	2.53775	1963	0.04525	1963	2.4925	1963	1148	10.68	-0.0008	barcode01	98.7796630859375	BC01_var1	98.7796630859375	6.133333206176758	27	59	18	56	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch196_read92_strand.fast5	cb119a63-e1ed-4505-801b-bd898a1eb704	c84e1b3b351694f5ea8585eb5e8d11e136f15159	196	97.118	1.7135	1215	0.12675	1215	1.58675	1215	312	9.182	-0.0018	unclassified	40.075469970703125	LWB04_var1	40.075469970703125	23.132076263427734	10	39	89	44	LBW	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch1_read66_strand.fast5	cf5c8466-4ee0-4e45-8e07-e9f1828cbacc	c84e1b3b351694f5ea8585eb5e8d11e136f15159	1	76.4805	1.09425	848	0.02275	848	1.0715	848	485	13.011	-0.0008	barcode07	64.98304748535156	BC07_var1	64.98304748535156	45.66666793823242	0	51	1	44	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch1_read62_strand.fast5	dca2010f-56a0-4fd7-99ed-1712a6ca5a88	c84e1b3b351694f5ea8585eb5e8d11e136f15159	1	73.59	1.19775	780	0.208	780	0.98975	780	433	12.159	-0.0009	barcode04	70.53333282470703	BC04_var2	70.53333282470703	60.13559341430664	0	67	13	56	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch196_read56_strand.fast5	dcc59c04-1cd9-4fd4-a98a-afce14008e4f	c84e1b3b351694f5ea8585eb5e8d11e136f15159	196	66.41475	1.64825	1242	0.06925	1242	1.579	1242	725	13.932	-0.0013	barcode02	91.4000015258789	BC02_var2	91.4000015258789	62.74576187133789	32	59	0	44	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch19_read31_strand.fast5	edbb6705-485f-4ef5-a2c2-bd215b40c0b2	c84e1b3b351694f5ea8585eb5e8d11e136f15159	19	44.51775	1.6845	999	0.42475	999	1.25975	999	547	12.274	-0.0028	barcode05	79.5999984741211	BC05_var2	79.5999984741211	53.3220329284668	19	58	0	42	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch199_read62_strand.fast5	ef0b506b-021f-44c8-90ed-ebc5ecf51587	c84e1b3b351694f5ea8585eb5e8d11e136f15159	199	73.86675	1.03825	78	0.0	0	0.0	0	0	0.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch1_read60_strand.fast5	f01e3d89-9f4a-4991-beb1-ed65448c71af	c84e1b3b351694f5ea8585eb5e8d11e136f15159	1	70.71925	1.46625	1153	0.0	1153	1.46625	1153	441	10.027	-0.0012	barcode01	74.13333129882812	BC01_var2	74.13333129882812	38.54237365722656	78	60	72	57	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch19_read1_strand.fast5	f384c0ef-9bdc-4744-b4b3-b5911c554647	c84e1b3b351694f5ea8585eb5e8d11e136f15159	19	6.24325	1.6815	1264	0.1005	1264	1.581	1264	697	12.218	-0.0017	unclassified	59.93333435058594	BC02_var2	59.93333435058594	48.13559341430664	31	60	0	42	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch199_read3_strand.fast5	f492236c-54f4-4b5a-8ce4-cdf0532b512d	c84e1b3b351694f5ea8585eb5e8d11e136f15159	199	8.5445	1.078	541	0.36175	541	0.71625	541	305	8.406	-0.0007	unclassified	35.28205108642578	NB03_var1	35.28205108642578	15.288888931274414	99	34	97	29	NB	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch196_read52_strand.fast5	f63b7d94-8c47-4dc9-ad36-7129c3933d83	c84e1b3b351694f5ea8585eb5e8d11e136f15159	196	62.05775	2.2625	1629	0.16925	1629	2.09325	1629	844	13.113	-0.0005	barcode05	62.88135528564453	BC05_var1	62.88135528564453	56.06666564941406	3	46	0	44	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch19_read44_strand.fast5	ff66c742-0ac5-4e21-ad94-5703b980fd6d	c84e1b3b351694f5ea8585eb5e8d11e136f15159	19	59.50525	6.09125	4604	0.24675	4604	5.8445	4604	2637	12.128	-0.0009	barcode02	93.62712097167969	BC02_var1	93.62712097167969	59.766666412353516	13	61	0	52	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch201_read20_strand.fast5	0a160e55-5ca5-4a2d-84d3-3310d3ec974e	c84e1b3b351694f5ea8585eb5e8d11e136f15159	201	21.13975	3.488	2710	0.05375	2710	3.43425	2710	1583	12.509	-0.0012	barcode03	86.93333435058594	BC03_var2	86.93333435058594	47.45762634277344	27	59	0	46	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch200_read34_strand.fast5	0c3b74c0-473f-4f70-99e1-d2c74cbb71a6	c84e1b3b351694f5ea8585eb5e8d11e136f15159	200	105.008	1.432	1036	0.13675	1036	1.29525	1036	633	12.177	-0.0013	barcode04	72.06666564941406	BC04_var2	72.06666564941406	37.59321975708008	30	61	0	44	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch201_read3_strand.fast5	17decda9-1cac-4d28-8ed0-93778abbda7d	c84e1b3b351694f5ea8585eb5e8d11e136f15159	201	6.57575	1.17575	870	0.05275	870	1.123	870	498	12.062	-0.001	barcode05	88.6440658569336	BC05_var2	53.66666793823242	88.6440658569336	5	60	18	55	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch201_read77_strand.fast5	1c76e9ee-1bfd-437b-ab4e-37df0ff1e7b9	c84e1b3b351694f5ea8585eb5e8d11e136f15159	201	90.92575	1.629	1259	0.0305	1259	1.5985	1259	746	12.142	-0.0015	barcode05	69.19999694824219	BC05_var2	69.19999694824219	55.66101837158203	29	60	0	43	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch203_read45_strand.fast5	1dd617a9-bcef-42be-9005-e7ddbf189efe	c84e1b3b351694f5ea8585eb5e8d11e136f15159	203	55.31075	4.7865	3689	0.1505	3689	4.636	3689	2051	11.744	-0.0008	barcode02	82.19999694824219	BC02_var2	82.19999694824219	38.40678024291992	20	57	0	40	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch1_read97_strand.fast5	1ed036a6-602a-4731-92b3-00e3b33092ad	c84e1b3b351694f5ea8585eb5e8d11e136f15159	1	104.54975	1.536	1143	0.06475	1143	1.47125	1143	510	8.18	-0.0025	unclassified	39.1698112487793	LWB03_var2	22.716981887817383	39.1698112487793	31	35	21	41	LBW	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch203_read47_strand.fast5	206ae5f8-f1ff-47a9-b7e3-0df7396a4ef7	c84e1b3b351694f5ea8585eb5e8d11e136f15159	203	60.5935	1.618	1047	0.283	1047	1.335	1047	152	8.267	-0.0018	unclassified	32.039215087890625	RAB02_var1	32.039215087890625	9.176470756530762	32	35	69	31	RAB	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch203_read23_strand.fast5	3d6c4814-7e9b-4436-9265-38263be32e9c	c84e1b3b351694f5ea8585eb5e8d11e136f15159	203	28.48725	1.981	1352	0.26425	1352	1.71675	1352	734	12.986	-0.0018	barcode02	63.93333435058594	BC02_var2	63.93333435058594	26.88135528564453	31	64	0	31	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch202_read10_strand.fast5	42d8f11e-95cd-4ad6-aeff-4ad1d7097dfc	c84e1b3b351694f5ea8585eb5e8d11e136f15159	202	106.2575	2.76625	1901	0.35275	1901	2.4135	1901	1124	11.135	-0.0008	barcode02	82.2033920288086	BC02_var1	82.2033920288086	37.93333435058594	28	54	0	45	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch203_read15_strand.fast5	437ec3eb-829a-4bc9-9f2c-5583adf0544f	c84e1b3b351694f5ea8585eb5e8d11e136f15159	203	20.9555	3.17675	2499	0.02575	2499	3.151	2499	1495	12.21	-0.001	barcode04	68.86666870117188	BC04_var2	68.86666870117188	58.13559341430664	28	49	0	42	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch1_read8_strand.fast5	43c1744d-bd61-4d5c-b5e3-9a90af839098	c84e1b3b351694f5ea8585eb5e8d11e136f15159	1	17.37575	1.19525	851	0.091	851	1.10425	851	485	12.588	-0.0007	barcode04	86.50847625732422	BC04_var1	86.50847625732422	27.066667556762695	31	58	0	36	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch201_read34_strand.fast5	4944652a-f5a6-4394-9615-aa53712a5ae8	c84e1b3b351694f5ea8585eb5e8d11e136f15159	201	55.73725	1.029	0	0.0	0	0.0	0	0	0.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch203_read29_strand.fast5	4e083958-1523-4250-982b-d28db0a142ec	c84e1b3b351694f5ea8585eb5e8d11e136f15159	203	41.9575	1.68025	1237	0.141	1237	1.53925	1237	567	10.511	-0.0016	unclassified	47.76271057128906	BC05_var2	42.93333435058594	47.76271057128906	18	51	0	44	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch203_read21_strand.fast5	50289d99-f688-4e42-8867-cc5aa217b109	c84e1b3b351694f5ea8585eb5e8d11e136f15159	203	25.69375	2.3575	1803	0.1045	1803	2.253	1803	1049	12.99	-0.0009	barcode05	95.19999694824219	BC05_var1	43.423728942871094	95.19999694824219	30	61	15	61	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch201_read81_strand.fast5	513a9cb0-e2fc-487d-afa1-b73b06e56bba	c84e1b3b351694f5ea8585eb5e8d11e136f15159	201	97.34025	1.4135	907	0.24325	907	1.17025	907	488	12.608	-0.0007	unclassified	48.1016960144043	BC91_var1	48.1016960144043	23.700000762939453	12	42	0	34	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch1_read86_strand.fast5	5b81b997-5a4c-4df8-8506-21a53503e3db	c84e1b3b351694f5ea8585eb5e8d11e136f15159	1	95.9215	2.028	1492	0.14575	1492	1.88225	1492	767	12.058	-0.0014	unclassified	54.915252685546875	BC91_var1	54.915252685546875	50.86666488647461	12	49	9	46	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch203_read65_strand.fast5	65ad78c2-0ba3-4636-85aa-c557421d1b33	c84e1b3b351694f5ea8585eb5e8d11e136f15159	203	71.04325	1.321	1027	0.0	1027	1.321	1027	439	12.436	-0.0016	unclassified	49.20754623413086	LWB04_var2	49.20754623413086	33.20754623413086	8	34	1	39	LBW	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch203_read77_strand.fast5	7265c384-7067-4500-a916-d90e0515f256	c84e1b3b351694f5ea8585eb5e8d11e136f15159	203	78.65375	5.4735	4121	0.242	4121	5.2315	4121	1830	10.064	-0.0013	barcode04	64.83333587646484	BC04_var2	64.83333587646484	14.474575996398926	27	58	87	47	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch201_read59_strand.fast5	7896d422-0e22-42d4-814c-18a20c87f927	c84e1b3b351694f5ea8585eb5e8d11e136f15159	201	73.665	1.36775	976	0.11625	976	1.2515	976	618	10.169	-0.0014	barcode01	72.5762710571289	BC01_var1	72.5762710571289	15.366666793823242	61	65	41	50	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch201_read71_strand.fast5	78e5d774-48d1-4787-9461-d964dc741edc	c84e1b3b351694f5ea8585eb5e8d11e136f15159	201	85.91375	3.24775	2452	0.13625	2452	3.1115	2452	1421	11.518	-0.0011	barcode01	91.30000305175781	BC01_var2	91.30000305175781	48.576271057128906	28	61	0	40	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch201_read63_strand.fast5	79440546-6a4f-488f-a298-2579075e5143	c84e1b3b351694f5ea8585eb5e8d11e136f15159	201	78.3675	2.7305	2170	0.02375	2170	2.70675	2170	1218	11.153	-0.0007	unclassified	40.47457504272461	BC89_var1	40.47457504272461	19.100000381469727	27	43	64	47	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch201_read55_strand.fast5	8030aaa6-9d45-485a-8a4a-b8f4eb197dda	c84e1b3b351694f5ea8585eb5e8d11e136f15159	201	70.65175	1.364	934	0.19475	934	1.16925	934	544	10.875	-0.0016	unclassified	57.43333435058594	BC02_var1	51.45762634277344	57.43333435058594	35	56	16	66	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch201_read5_strand.fast5	81cc4653-2178-4e70-8feb-095436f92d41	c84e1b3b351694f5ea8585eb5e8d11e136f15159	201	8.193	1.443	902	0.32025	902	1.12275	902	518	12.681	-0.0004	barcode04	92.06666564941406	BC04_var2	92.06666564941406	60.84745788574219	24	59	14	56	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch203_read5_strand.fast5	85e621e1-61d2-493d-aaf4-08e72ef38265	c84e1b3b351694f5ea8585eb5e8d11e136f15159	203	9.39175	3.0615	2120	0.4035	2120	2.658	2120	1217	11.278	-0.0013	unclassified	45.20000076293945	BC43_var2	45.20000076293945	32.169490814208984	29	41	3	33	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch1_read99_strand.fast5	87f4edf1-e2be-4a01-b460-ca5ad8ce933d	c84e1b3b351694f5ea8585eb5e8d11e136f15159	1	106.1265	1.4055	0	0.0	0	0.0	0	0	0.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch1_read78_strand.fast5	8aeab4f4-6e5a-4a71-915a-8cc0c7dd256e	c84e1b3b351694f5ea8585eb5e8d11e136f15159	1	87.85075	1.071	855	0.01025	855	1.06075	855	423	10.645	-0.0015	unclassified	38.8301887512207	LWB02_var1	38.8301887512207	26.226415634155273	0	30	6	32	LBW	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch203_read27_strand.fast5	993624bf-06d9-4d35-a489-31aaee2827c7	c84e1b3b351694f5ea8585eb5e8d11e136f15159	203	39.389	2.09675	1612	0.034	1612	2.06275	1612	909	11.167	-0.001	barcode02	62.099998474121094	BC02_var2	62.099998474121094	14.03389835357666	26	59	9	51	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch203_read33_strand.fast5	9afe978b-aeec-4018-ac65-1858e537e9bf	c84e1b3b351694f5ea8585eb5e8d11e136f15159	203	45.6105	1.68875	1339	0.0	1339	1.68875	1339	704	11.9	-0.001	barcode06	86.88135528564453	BC06_var1	86.88135528564453	34.03333282470703	40	54	28	39	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch1_read80_strand.fast5	9d9fe3b0-a54f-408d-860e-435f726fbcbc	c84e1b3b351694f5ea8585eb5e8d11e136f15159	1	89.27175	3.03575	2288	0.226	2288	2.80975	2288	1372	10.802	-0.0016	barcode07	83.69491577148438	BC07_var1	83.69491577148438	74.43333435058594	25	55	9	54	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch201_read26_strand.fast5	a1c050fc-e253-4a67-bb7c-2dc038f8ecc8	c84e1b3b351694f5ea8585eb5e8d11e136f15159	201	44.40575	5.94525	4658	0.04325	4658	5.902	4658	2846	11.318	-0.0005	unclassified	55.733333587646484	BC07_var1	44.6779670715332	55.733333587646484	0	38	0	46	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch201_read65_strand.fast5	a8c0e42a-12a5-47ef-ad7b-35af089e8a83	c84e1b3b351694f5ea8585eb5e8d11e136f15159	201	83.1435	1.22225	0	0.0	0	0.0	0	0	0.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch1_read70_strand.fast5	a9b61ca8-99d7-46f9-9d7b-aa0aff70415b	c84e1b3b351694f5ea8585eb5e8d11e136f15159	1	79.73375	4.74425	3599	0.16325	3599	4.581	3599	1807	11.313	-0.0008	barcode03	77.9000015258789	BC03_var2	77.9000015258789	26.372880935668945	31	53	1	37	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch200_read36_strand.fast5	adf0f326-0ade-4de9-8b54-be02190227ff	c84e1b3b351694f5ea8585eb5e8d11e136f15159	200	107.437	2.68425	2098	0.016	2098	2.66825	2098	1214	11.884	-0.0012	barcode07	60.266666412353516	BC07_var2	60.266666412353516	8.847457885742188	17	56	10	38	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch203_read25_strand.fast5	b109ee9c-656c-4deb-b379-2d1e88701571	c84e1b3b351694f5ea8585eb5e8d11e136f15159	203	30.52425	8.8195	6912	0.1715	6912	8.648	6912	3584	11.655	-0.001	unclassified	36.039215087890625	RAB02_var2	36.039215087890625	31.52941131591797	27	30	85	35	RAB	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch201_read22_strand.fast5	b38fbf72-2a46-488b-9ad3-58c493132880	c84e1b3b351694f5ea8585eb5e8d11e136f15159	201	25.01325	15.617	12200	0.205	12200	15.412	12200	7136	11.778	-0.0007	barcode01	74.44068145751953	BC01_var1	74.44068145751953	63.43333435058594	10	51	15	62	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch201_read11_strand.fast5	bf69fb90-8feb-48b7-a900-4369ddf4ce1f	c84e1b3b351694f5ea8585eb5e8d11e136f15159	201	15.85525	2.2645	1672	0.12525	1672	2.13925	1672	981	13.37	-0.0015	barcode07	78.6440658569336	BC07_var1	78.6440658569336	54.266666412353516	30	59	1	41	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch203_read11_strand.fast5	c1b19882-c9f6-4f50-be3a-524c8aaffddc	c84e1b3b351694f5ea8585eb5e8d11e136f15159	203	16.5985	1.128	745	0.159	745	0.969	745	428	12.709	-0.0013	barcode01	79.53845977783203	NB01_var1	79.53845977783203	5.111111164093018	108	38	101	30	NB	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch203_read7_strand.fast5	d1f7899e-0cbf-404e-8560-39e87e718f24	c84e1b3b351694f5ea8585eb5e8d11e136f15159	203	13.26475	1.36025	908	0.23175	908	1.1285	908	529	12.237	-0.0007	barcode01	81.59322357177734	BC01_var1	81.59322357177734	36.29999923706055	19	58	0	44	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch203_read86_strand.fast5	d4776bd1-e1ff-42d9-9531-b612fbab2de1	c84e1b3b351694f5ea8585eb5e8d11e136f15159	203	89.00475	1.00375	0	0.0	0	0.0	0	0	0.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch1_read76_strand.fast5	d7348b70-b83d-44c2-b2d0-dc38173f7e10	c84e1b3b351694f5ea8585eb5e8d11e136f15159	1	86.738	1.0945	853	0.0395	853	1.055	853	462	12.03	-0.0011	barcode05	78.6440658569336	BC05_var1	78.6440658569336	43.766666412353516	30	61	0	45	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch203_read88_strand.fast5	d9a626c4-93e4-4487-acb9-ee161e5fae04	c84e1b3b351694f5ea8585eb5e8d11e136f15159	203	90.02825	3.86025	2882	0.17325	2882	3.687	2882	1663	10.467	-0.0014	barcode03	67.59322357177734	BC03_var2	43.06666564941406	67.59322357177734	11	51	1	46	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch201_read9_strand.fast5	db6c6682-db97-42e5-8db4-bb0c919033f4	c84e1b3b351694f5ea8585eb5e8d11e136f15159	201	12.37175	2.1645	1698	0.0	1698	2.1645	1698	918	12.367	-0.0005	unclassified	37.230770111083984	NB06_var1	37.230770111083984	21.422222137451172	54	26	115	35	NB	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch201_read57_strand.fast5	db71ba55-1501-4255-8591-3c11ba44bbb2	c84e1b3b351694f5ea8585eb5e8d11e136f15159	201	72.277	1.14275	715	0.217	715	0.92575	715	433	12.365	-0.0009	barcode07	73.38983154296875	BC07_var1	73.38983154296875	56.56666564941406	29	59	0	42	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch201_read24_strand.fast5	e1d13e85-2143-4ccb-a5ab-43859b1db591	c84e1b3b351694f5ea8585eb5e8d11e136f15159	201	41.144	2.09975	1616	0.08575	1616	2.014	1616	905	12.503	-0.0016	barcode04	75.32203674316406	BC04_var1	75.32203674316406	19.600000381469727	31	64	41	41	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch203_read70_strand.fast5	e4ea522f-dc2d-4b01-9f6a-f2c597fef08d	c84e1b3b351694f5ea8585eb5e8d11e136f15159	203	75.01275	1.57275	1209	0.02725	1209	1.5455	1209	703	12.886	-0.0013	barcode04	89.33333587646484	BC04_var2	89.33333587646484	52.33898162841797	34	60	0	46	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch203_read63_strand.fast5	f2efdebf-577b-4497-98eb-79b56f40115a	c84e1b3b351694f5ea8585eb5e8d11e136f15159	203	69.59575	1.1885	890	0.0915	890	1.097	890	502	13.725	-0.001	barcode01	76.50847625732422	BC01_var1	76.50847625732422	29.0	26	54	0	43	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch203_read55_strand.fast5	fa1b5d95-132a-4791-acf6-36ae9f388364	c84e1b3b351694f5ea8585eb5e8d11e136f15159	203	65.3405	1.60425	1233	0.05725	1233	1.547	1233	641	10.676	-0.0011	barcode02	91.59322357177734	BC02_var1	91.59322357177734	36.16666793823242	60	58	71	57	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch201_read75_strand.fast5	ff0c561d-02e4-4244-965c-baf26d07ba52	c84e1b3b351694f5ea8585eb5e8d11e136f15159	201	89.36475	1.222	956	0.01675	956	1.20525	956	557	11.505	-0.0024	barcode03	88.69999694824219	BC03_var2	88.69999694824219	50.27118682861328	80	62	15	60	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch207_read101_strand.fast5	04a10b28-a748-4d81-a846-8b0da0c644ba	c84e1b3b351694f5ea8585eb5e8d11e136f15159	207	68.628	3.1145	2439	0.15975	2439	2.95475	2439	1230	7.326	-0.0017	unclassified	33.966102600097656	BC31_var2	26.46666717529297	33.966102600097656	87	44	23	36	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch206_read21_strand.fast5	064ca6b1-2388-4e08-8b24-4de21309a721	c84e1b3b351694f5ea8585eb5e8d11e136f15159	206	30.3385	1.414	961	0.184	961	1.23	961	537	11.718	-0.0016	barcode02	94.46154022216797	NB02_var2	4.888888835906982	94.46154022216797	53	32	93	38	NB	var2
